Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"BRADENTON CHARTER SCHOOL 900 VIA DELUNA DR, PENSACOLA BEACH, FL, 32561-2262",www.escambia.k12.fl.us                                                                              ,41,MANATEE,2108,BRADENTON CHARTER SCHOOL,496,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,NO,1,59,71,5,NO,N
"IMAGINE MIDDLE SCHOOL AT BROWARD 9001 WESTVIEW DR, CORAL SPRINGS, FL, 33067-2869",                                                                                                    ,6,BROWARD,5024,IMAGINE MIDDLE SCHOOL AT BROWARD,647,900,NA,measle_gray,Pending,A,B,A,C,B,C,B,B,C,B,B,A,B,C,NO,3,39,40,4,NO,N
"IMAGINE CHARTER SCHOOL OF BROWARD 9001 WESTVIEW DR, CORAL SPRINGS, FL, 33067-2869",www.imaginebroward.org                                                                              ,6,BROWARD,5415,IMAGINE CHARTER SCHOOL OF BROWARD,495,800,YES,measle_gray,Pending,A,B,B,B,A,B,A,B,A,A,A,A,C,C,NO,3,37,30,4,NO,N
"HOLLYWOOD PARK ELEMENTARY SCHOOL 901 N 69TH WAY, HOLLYWOOD, FL, 33024-5651",                                                                                                    ,6,BROWARD,1761,HOLLYWOOD PARK ELEMENTARY SCHOOL,496,800,NA,measle_gray,Pending,A,B,A,C,B,C,C,D,C,C,C,C,D,C,NO,3,57,23,2,NO,N
"DAVID FAIRCHILD ELEMENTARY SCHOOL 901 N 69TH WAY, HOLLYWOOD, FL, 33024-5651",                                                                                                    ,13,DADE,1761,DAVID FAIRCHILD ELEMENTARY SCHOOL,495,800,YES,small_purple,D,C,B,B,A,B,C,C,C,C,C,C,D,D,F,NO,1,94,99,5,YES,N
"GRAHAM ELEMENTARY SCHOOL 901 N 69TH WAY, HOLLYWOOD, FL, 33024-5651",                                                                                                    ,29,HILLSBOROUGH,1761,GRAHAM ELEMENTARY SCHOOL,505,800,NA,measle_turquoise,C,B,A,A,A,B,C,C,A,C,A,B,,,D,NO,1,68,66,3,NO,N
"H. L. JOHNSON ELEMENTARY SCHOOL 901 N 69TH WAY, HOLLYWOOD, FL, 33024-5651",                                                                                                    ,50,PALM BEACH,1761,H. L. JOHNSON ELEMENTARY SCHOOL,611,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,1,35,22,3,NO,N
"LAKE GIBSON MIDDLE SCHOOL 901 N 69TH WAY, HOLLYWOOD, FL, 33024-5651",                                                                                                    ,53,POLK,1761,LAKE GIBSON MIDDLE SCHOOL,502,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,10,24,1,NO,N
"SOMERSET PINES ACADEMY 901 NE 33RD ST, POMPANO BEACH, FL, 33064-5231",                                                                                                    ,6,BROWARD,5030,SOMERSET PINES ACADEMY,438,800,NA,measle_gray,Pending,A,A,A,B,A,B,A,A,A,A,A,B,A,B,NO,3,19,18,4,NO,N
"WALTER C. YOUNG MIDDLE SCHOOL 901 NW 129TH AVE, PEMBROKE PINES, FL, 33028-1003",                                                                                                    ,6,BROWARD,3001,WALTER C. YOUNG MIDDLE SCHOOL,602,900,NA,measle_gray,Pending,A,B,A,B,D,D,C,C,C,,,,,,NO,3,57,73,3,NO,N
"FERRELL MIDDLE MAGNET SCHOOL 901 NW 129TH AVE, PEMBROKE PINES, FL, 33028-1003",                                                                                                    ,29,HILLSBOROUGH,3001,FERRELL MIDDLE MAGNET SCHOOL,626,900,NA,measle_turquoise,C,,,,,,,,,,,,,,,NO,1,64,63,3,NO,N
"MATER GARDENS ACADEMY 9010 NW 178TH LN, HIALEAH, FL, 33018-6548",http://matergardens.dadeschools.net                                                                 ,13,DADE,312,MATER GARDENS ACADEMY,626,800,NA,small_purple,D,C,D,B,B,C,C,D,C,C,B,D,C,C,C,NO,1,63,15,2,NO,N
"MATER GARDENS ACADEMY MIDDLE SCHOOL 9010 NW 178TH LN, HIALEAH, FL, 33018-6548",http://matergardens.dadeschools.net                                                                 ,13,DADE,6042,MATER GARDENS ACADEMY MIDDLE SCHOOL,652,900,NA,small_purple,D,C,D,F,C,C,C,B,C,C,D,C,D,D,D,NO,1,98,98,5,YES,N
"BENNETT C RUSSELL ELEMENTARY SCHOOL 9010 NW 178TH LN, HIALEAH, FL, 33018-6548",http://matergardens.dadeschools.net                                                                 ,57,SANTA ROSA,312,BENNETT C RUSSELL ELEMENTARY SCHOOL,532,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,C,A,C,C,NO,1,29,37,5,NO,N
"BARTELS MIDDLE SCHOOL 9020 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3293",www.bartels.mysdhc.org                                                                              ,29,HILLSBOROUGH,103,BARTELS MIDDLE SCHOOL,561,900,NA,measle_turquoise,C,B,A,B,A,A,A,A,A,A,A,A,A,C,C,NO,1,89,78,4,YES,N
"CREWS LAKE MIDDLE SCHOOL 9020 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3293",www.bartels.mysdhc.org                                                                              ,51,PASCO,103,CREWS LAKE MIDDLE SCHOOL,491,900,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,,YES,1,46,86,5,NO,N
"GULF BREEZE HIGH SCHOOL 9020 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3293",www.bartels.mysdhc.org                                                                              ,57,SANTA ROSA,103,GULF BREEZE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,B,A,A,A,A,A,A,A,A,A,C,A,D,NO,1,52,66,5,YES,N
"IMAGINE SCHOOL AT NORTH PORT 9020 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3293",www.bartels.mysdhc.org                                                                              ,58,SARASOTA,103,IMAGINE SCHOOL AT NORTH PORT,583,900,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,N,,NO,1,29,34,5,NO,N
"ENDEAVOUR ELEMENTARY MAGNET 905 PINEDA ST, COCOA, FL, 32922-6370",http://www.endeavour.brevard.k12.fl.us                                                              ,5,BREVARD,1051,ENDEAVOUR ELEMENTARY MAGNET,392,800,NA,measle_gray,Pending,A,C,B,A,,,,,,,,,,,NO,4,79,97,5,NO,N
"CYPRESS CREEK ELEMENTARY SCHOOL 905 PINEDA ST, COCOA, FL, 32922-6370",http://www.endeavour.brevard.k12.fl.us                                                              ,29,HILLSBOROUGH,1051,CYPRESS CREEK ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,B,A,B,A,C,A,B,A,A,A,B,D,C,D,NO,1,75,39,2,YES,N
"WATERBRIDGE ELEMENTARY 905 PINEDA ST, COCOA, FL, 32922-6370",http://www.endeavour.brevard.k12.fl.us                                                              ,48,ORANGE,1051,WATERBRIDGE ELEMENTARY,509,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,68,57,3,NO,N
"TENOROC HIGH SCHOOL 905 PINEDA ST, COCOA, FL, 32922-6370",http://www.endeavour.brevard.k12.fl.us                                                              ,53,POLK,1051,TENOROC HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,C,C,,,,,,,,,,,YES,4,29,22,3,NO,N
"SHILOH ELEMENTARY CHARTER SCHOOL 905 W TERRACE DR, PLANT CITY, FL, 33563-8903",shilohcharterschool.org                                                                             ,29,HILLSBOROUGH,6637,SHILOH ELEMENTARY CHARTER SCHOOL,463,800,NA,measle_turquoise,C,C,B,A,A,C,A,A,A,A,B,C,C,C,D,NO,1,81,42,4,YES,N
"SHILOH MIDDLE CHARTER SCHOOL 905 W TERRACE DR, PLANT CITY, FL, 33563-8903",                                                                                                    ,29,HILLSBOROUGH,6648,SHILOH MIDDLE CHARTER SCHOOL,543,900,NA,measle_turquoise,C,C,B,A,A,A,C,A,B,B,A,A,C,C,,NO,2,73,55,4,YES,N
"OLIVER HOOVER ELEMENTARY SCHOOL 9050 HAMMOCKS BLVD, MIAMI, FL, 33196-1301",http://hoover.dadeschools.net/                                                                      ,13,DADE,2521,OLIVER HOOVER ELEMENTARY SCHOOL,556,800,NA,small_purple,D,D,C,C,B,B,D,B,C,C,C,C,D,D,D,NO,2,97,98,5,YES,N
"LOMAX MAGNET ELEMENTARY SCHOOL 9050 HAMMOCKS BLVD, MIAMI, FL, 33196-1301",http://hoover.dadeschools.net/                                                                      ,29,HILLSBOROUGH,2521,LOMAX MAGNET ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,A,B,C,B,B,C,B,B,A,C,C,C,C,NO,1,88,85,3,YES,N
"KIDZ CHOICE CHARTER SCHOOL 9063 TAFT ST, PEMBROKE PINES, FL, 33024-4650",                                                                                                    ,6,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,533,NA,NA,measle_gray,Pending,A,B,B,C,C,B,B,B,C,B,B,A,C,C,NO,3,47,38,4,NO,N
"WALSINGHAM ELEMENTARY SCHOOL 9099 WALSINGHAM RD, LARGO, FL, 33773-4340",http://www.walsingham-es.pinellas.k12.fl.us                                                         ,52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,449,800,NA,small_green,A,A,B,A,A,C,A,B,A,D,C,,,,,YES,4,100,27,1,YES,N
"DEERFIELD BEACH HIGH SCHOOL 910 SW 15TH ST, DEERFIELD BEACH, FL, 33441-6222",                                                                                                    ,6,BROWARD,1711,DEERFIELD BEACH HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,A,A,A,B,A,B,A,B,B,A,A,A,N,,NO,3,8,21,1,NO,N
"SEMINOLE TRAILS ELEMENTARY SCHOOL 910 SW 15TH ST, DEERFIELD BEACH, FL, 33441-6222",                                                                                                    ,50,PALM BEACH,1711,SEMINOLE TRAILS ELEMENTARY SCHOOL,445,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,48,30,3,NO,N
"GARDEN GROVE ELEMENTARY SCHOOL 910 SW 15TH ST, DEERFIELD BEACH, FL, 33441-6222",                                                                                                    ,53,POLK,1711,GARDEN GROVE ELEMENTARY SCHOOL,475,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,NO,1,24,31,1,NO,N
"BAIR MIDDLE SCHOOL 9100 NW 21ST MNR, SUNRISE, FL, 33322-3718",                                                                                                    ,6,BROWARD,2611,BAIR MIDDLE SCHOOL,468,900,NA,measle_gray,Pending,C,B,A,A,A,B,B,B,A,C,B,C,C,C,NO,4,63,14,1,YES,N
"POLO PARK MIDDLE SCHOOL 9100 NW 21ST MNR, SUNRISE, FL, 33322-3718",                                                                                                    ,50,PALM BEACH,2611,POLO PARK MIDDLE SCHOOL,663,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,N,,,NO,2,13,62,5,NO,N
"SUNLAND PARK ELEMENTARY SCHOOL 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,6,BROWARD,611,SUNLAND PARK ELEMENTARY SCHOOL,406,800,NA,measle_gray,Pending,A,B,A,B,A,A,C,B,C,B,B,C,C,C,NO,3,43,51,4,NO,N
"OAKLEAF JUNIOR HIGH 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,10,CLAY,611,OAKLEAF JUNIOR HIGH,560,900,YES,small_red,F,,C,,,,,,,,,,,,,YES,4,82,85,5,YES,N
"BONITA SPRINGS MIDDLE CENTER FOR THE ARTS 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,36,LEE,611,BONITA SPRINGS MIDDLE CENTER FOR THE ARTS,594,900,NA,small_yellow,B,A,A,A,B,B,C,A,B,C,B,B,C,C,C,NO,2,68,72,5,YES,N
"MARTHA B. KING MIDDLE SCHOOL 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,41,MANATEE,611,MARTHA B. KING MIDDLE SCHOOL,,,,small_yellow,B,A,B,A,A,A,C,A,A,A,C,B,C,D,D,NO,1,88,93,5,YES,N
"MAPLEWOOD ELEMENTARY SCHOOL 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,42,MARION,611,MAPLEWOOD ELEMENTARY SCHOOL,495,800,YES,small_yellow,B,A,A,B,A,A,A,A,A,A,A,A,B,C,C,NO,1,33,63,2,NO,N
"AZALEA PARK ELEMENTARY 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,48,ORANGE,611,AZALEA PARK ELEMENTARY,571,800,NA,small_yellow,B,A,,A,A,A,A,A,A,A,A,B,B,A,C,NO,1,32,47,1,NO,N
"PALM SPRINGS MIDDLE SCHOOL 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,50,PALM BEACH,611,PALM SPRINGS MIDDLE SCHOOL,583,900,NA,small_yellow,B,A,A,A,B,A,A,A,A,A,A,B,C,A,B,NO,1,47,29,2,NO,N
"INWOOD ELEMENTARY SCHOOL 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,53,POLK,611,INWOOD ELEMENTARY SCHOOL,433,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,36,45,4,NO,N
"STERLING PARK ELEMENTARY SCHOOL 919 NW 13TH TER, FORT LAUDERDALE, FL, 33311-7006",http://sunlandpark.browardschools.com                                                               ,59,SEMINOLE,611,STERLING PARK ELEMENTARY SCHOOL,495,800,YES,small_green,A,,,,,,,,,,,,,,,YES,3,22,30,4,NO,N
"TURNER ELEMENTARY SCHOOL 9190 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3291",                                                                                                    ,29,HILLSBOROUGH,69,TURNER ELEMENTARY SCHOOL,544,800,NA,measle_turquoise,C,C,B,B,C,B,B,B,A,A,A,B,C,A,D,NO,1,96,91,4,YES,N
"SORRENTO ELEMENTARY 9190 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3291",                                                                                                    ,35,LAKE,69,SORRENTO ELEMENTARY,495,800,YES,measle_turquoise,C,C,B,C,C,C,C,B,C,C,C,B,C,C,C,NO,2,82,75,4,YES,N
"CHASCO MIDDLE SCHOOL 9190 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3291",                                                                                                    ,51,PASCO,69,CHASCO MIDDLE SCHOOL,490,900,YES,small_green,A,A,A,B,A,B,,,,,,,,,,NO,1,33,33,4,NO,N
"HUNTER'S GREEN ELEMENTARY SCHOOL 9202 HIGHLAND OAK DR, TAMPA, FL, 33647-2541",                                                                                                    ,29,HILLSBOROUGH,1941,HUNTER'S GREEN ELEMENTARY SCHOOL,486,800,NA,measle_turquoise,C,B,A,A,A,A,A,C,A,B,A,B,C,C,C,NO,1,93,66,3,YES,N
"WETHERBEE ELEMENTARY 9202 HIGHLAND OAK DR, TAMPA, FL, 33647-2541",                                                                                                    ,48,ORANGE,1941,WETHERBEE ELEMENTARY,511,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,N,,,,YES,4,39,27,4,NO,N
"CYPRESS TRAILS ELEMENTARY SCHOOL 9202 HIGHLAND OAK DR, TAMPA, FL, 33647-2541",                                                                                                    ,50,PALM BEACH,1941,CYPRESS TRAILS ELEMENTARY SCHOOL,526,800,NA,small_green,A,A,B,A,A,A,A,A,A,A,A,N,,,,YES,4,69,80,3,YES,N
"LOUGHMAN OAKS ELEMENTARY SCHOOL 9202 HIGHLAND OAK DR, TAMPA, FL, 33647-2541",                                                                                                    ,53,POLK,1941,LOUGHMAN OAKS ELEMENTARY SCHOOL,399,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,28,39,2,NO,N
"CHAMPION ELEMENTARY SCHOOL 921 TOURNAMENT DR, DAYTONA BEACH, FL, 32124-1054",                                                                                                    ,64,VOLUSIA,2734,CHAMPION ELEMENTARY SCHOOL,410,800,NA,small_green,A,A,A,A,A,A,A,A,B,B,B,A,C,C,C,NO,2,48,52,2,NO,N
"ENTERPRISE ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,5,BREVARD,301,ENTERPRISE ELEMENTARY SCHOOL,506,800,NA,measle_gray,Pending,A,A,A,B,,A,,,,,,,,,YES,3,80,94,5,YES,N
"MARGATE MIDDLE SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,6,BROWARD,581,MARGATE MIDDLE SCHOOL,522,900,NA,measle_gray,Pending,A,A,A,A,A,B,B,A,A,,,,,,NO,3,16,26,4,NO,N
"KINGSWAY ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,8,CHARLOTTE,301,KINGSWAY ELEMENTARY SCHOOL,495,800,YES,measle_gray,Pending,A,A,A,A,A,A,A,C,B,A,B,A,B,C,NO,4,50,11,1,NO,N
"KEYSTONE HEIGHTS ELEMENTARY 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,10,CLAY,301,KEYSTONE HEIGHTS ELEMENTARY,491,800,NA,measle_white,I,C,D,C,A,B,F,C,D,D,C,F,D,D,D,NO,1,100,99,3,YES,N
"LORETTO ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,16,DUVAL,301,LORETTO ELEMENTARY SCHOOL,593,800,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,A,B,A,B,A,C,NO,1,73,85,5,YES,N
"FERRY PASS MIDDLE SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,17,ESCAMBIA,301,FERRY PASS MIDDLE SCHOOL,507,900,NA,measle_turquoise,C,B,B,C,A,B,B,C,C,C,A,A,C,C,C,NO,1,75,54,2,YES,N
"WEST PENSACOLA ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,17,ESCAMBIA,581,WEST PENSACOLA ELEMENTARY SCHOOL,352,800,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,A,B,B,A,A,C,NO,1,40,41,2,NO,N
"BELLE TERRE ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,18,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,533,800,NA,measle_turquoise,C,B,A,B,A,C,C,B,C,C,C,B,C,C,D,NO,1,71,57,4,YES,N
"LIBERTY MAGNET SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,31,INDIAN RIVER,301,LIBERTY MAGNET SCHOOL,514,800,NA,measle_turquoise,C,B,A,C,B,C,A,B,B,B,A,C,C,C,D,NO,1,79,33,2,YES,N
"GRACEVILLE ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,32,JACKSON,301,GRACEVILLE ELEMENTARY SCHOOL,503,800,NA,measle_turquoise,C,B,A,A,B,B,A,C,A,B,A,C,B,C,C,NO,1,76,57,3,YES,N
"LEHIGH ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,36,LEE,301,LEHIGH ELEMENTARY SCHOOL,495,800,YES,small_yellow,B,B,A,A,A,A,A,A,A,A,A,B,C,C,D,NO,1,89,62,3,YES,N
"PALMETTO ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,41,MANATEE,301,PALMETTO ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,A,B,A,A,B,B,A,B,B,C,C,C,NO,1,68,90,5,NO,N
"W. D. SUGG MIDDLE SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,41,MANATEE,581,W. D. SUGG MIDDLE SCHOOL,,,,small_yellow,B,A,B,A,A,B,C,A,A,A,A,A,C,D,D,NO,1,91,98,5,YES,N
"EVERGREEN ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,42,MARION,581,EVERGREEN ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,C,B,C,NO,1,39,38,2,NO,N
"CRYSTAL LAKE ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,43,MARTIN,301,CRYSTAL LAKE ELEMENTARY SCHOOL,499,800,NA,small_yellow,B,A,D,C,A,A,A,B,B,C,A,C,C,A,C,NO,1,83,62,4,YES,N
"CHOCTAWHATCHEE SENIOR HIGH SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,46,OKALOOSA,581,CHOCTAWHATCHEE SENIOR HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,NO,1,39,34,3,NO,N
"LAKE GEORGE ELEMENTARY 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,48,ORANGE,301,LAKE GEORGE ELEMENTARY,503,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,B,B,B,A,C,NO,1,80,32,2,YES,N
"LEE MIDDLE 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,48,ORANGE,581,LEE MIDDLE,524,900,NA,small_yellow,B,A,A,A,A,A,A,A,B,A,A,A,A,C,B,NO,2,43,40,1,NO,N
"REEDY CREEK ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,49,OSCEOLA,301,REEDY CREEK ELEMENTARY SCHOOL,495,800,YES,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,59,63,4,NO,N
"FOREST HILL COMMUNITY HIGH SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,50,PALM BEACH,581,FOREST HILL COMMUNITY HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,A,B,A,B,B,B,C,A,C,NO,2,71,25,4,NO,N
"HUDSON ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,51,PASCO,301,HUDSON ELEMENTARY SCHOOL,402,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,55,88,5,NO,N
"PALATKA HIGH SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,54,PUTNAM,301,PALATKA HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,4,41,37,1,NO,N
"SEBASTIAN MIDDLE SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,55,ST. JOHNS,301,SEBASTIAN MIDDLE SCHOOL,539,900,NA,small_green,A,A,A,A,A,A,A,B,A,A,A,C,C,N,,NO,1,86,94,3,YES,N
"PORT ST. LUCIE HIGH SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,56,ST. LUCIE,301,PORT ST. LUCIE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,,,,,,,,,,,,,,,NO,2,42,44,3,NO,N
"PEA RIDGE ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,57,SANTA ROSA,301,PEA RIDGE ELEMENTARY SCHOOL,514,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,B,A,A,C,B,NO,1,38,40,5,NO,N
"ASHTON ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,58,SARASOTA,301,ASHTON ELEMENTARY SCHOOL,601,800,NA,small_green,A,A,A,B,A,A,A,A,B,A,A,N,,,,NO,1,14,17,4,NO,N
"MIDWAY ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,59,SEMINOLE,301,MIDWAY ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,B,A,B,B,A,C,C,,,,,,NO,2,39,48,4,NO,N
"SABAL POINT ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,59,SEMINOLE,581,SABAL POINT ELEMENTARY SCHOOL,609,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,2,38,40,4,NO,N
"SOUTHWOOD ELEMENTARY 929 MCDUFF AVE S, JACKSONVILLE, FL, 32205-5752",www.yourdiplomayourway.com                                                                          ,48,ORANGE,1341,SOUTHWOOD ELEMENTARY,495,800,YES,small_yellow,B,A,A,C,A,B,A,B,C,A,A,B,B,A,B,NO,1,74,72,3,YES,N
"FRONTIER ELEMENTARY SCHOOL 929 MCDUFF AVE S, JACKSONVILLE, FL, 32205-5752",www.yourdiplomayourway.com                                                                          ,52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,435,800,YES,small_green,A,A,B,A,A,C,,,,,,,,,,YES,2,28,95,5,NO,N
"MCLAUGHLIN MIDDLE SCHOOL 929 MCDUFF AVE S, JACKSONVILLE, FL, 32205-5752",www.yourdiplomayourway.com                                                                          ,53,POLK,1341,MCLAUGHLIN MIDDLE SCHOOL,442,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,B,A,C,A,C,NO,1,49,45,4,NO,N
"LAMARQUE ELEMENTARY SCHOOL 929 MCDUFF AVE S, JACKSONVILLE, FL, 32205-5752",www.yourdiplomayourway.com                                                                          ,58,SARASOTA,1341,LAMARQUE ELEMENTARY SCHOOL,501,800,NA,small_green,A,A,A,A,A,A,A,A,,,,,,,,NO,1,30,16,4,NO,N
"ODYSSEY MIDDLE 9290 LEE VISTA BLVD, ORLANDO, FL, 32829-7627",                                                                                                    ,48,ORANGE,1682,ODYSSEY MIDDLE,610,900,NA,small_yellow,B,B,A,F,A,A,A,D,D,C,N,,,,,NO,1,96,98,5,YES,N
"MCKEEL ELEMENTARY ACADEMY 9290 LEE VISTA BLVD, ORLANDO, FL, 32829-7627",                                                                                                    ,53,POLK,1682,MCKEEL ELEMENTARY ACADEMY,546,800,NA,small_green,A,A,A,A,A,B,A,B,B,,,,,,,NO,4,76,70,4,NO,N
"GROVELAND ELEMENTARY SCHOOL 930 PARKWOOD AVE, GROVELAND, FL, 34736-3016",http://lake.k12.fl.us/gel                                                                           ,35,LAKE,382,GROVELAND ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,D,C,C,B,C,A,B,A,A,A,B,C,B,C,NO,1,80,29,2,YES,N
"OAK HAMMOCK MIDDLE SCHOOL 930 PARKWOOD AVE, GROVELAND, FL, 34736-3016",http://lake.k12.fl.us/gel                                                                           ,36,LEE,382,OAK HAMMOCK MIDDLE SCHOOL,538,900,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,B,A,C,C,C,NO,1,80,55,3,YES,N
"KEY WEST COLLEGIATE SCHOOL 930 PARKWOOD AVE, GROVELAND, FL, 34736-3016",http://lake.k12.fl.us/gel                                                                           ,44,MONROE,382,KEY WEST COLLEGIATE SCHOOL,534,NA,NA,small_yellow,B,A,B,A,A,A,A,B,A,C,,,,,,NO,1,52,68,4,NO,N
